"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Arisu Korean BBQ 아리수","Unfussy nook with Korean-inspired decor, furnishing BBQ sets & traditional Korean dishes.","7814 Orangethorpe Ave Suite 106, Buena Park, CA 90621","7814 Orangethorpe Ave Suite 106","Buena Park, CA 90621","Korean restaurant","Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554V253+C7","America/Los_Angeles","$$",,,,"(714) 266-0124","(714) 266-0124, +1 714-266-0124","YES","Arisu Korean BBQ 아리수 (Owner)","107965537073257178326","https://www.google.com/maps/contrib/107965537073257178326","","",351,4.4,"https://search.google.com/local/reviews?placeid=ChIJLbB_v5Ar3YARWU5RWAHR2Rw&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=2078922506715090521","https://www.google.com/search?kgmid=/g/11kh03vy72",33.858588,-117.99679979999999,,,"Tuesday: [11 AM-10 PM], Wednesday: [11 AM-10 PM], Thursday: [11 AM-10 PM], Friday: [11 AM-10 PM], Saturday: [11 AM-10 PM], Sunday: [11 AM-10 PM], Monday: [11 AM-10 PM]","https://lh5.googleusercontent.com/p/AF1QipP5FXrXpcI1JdTBmprOqwVSMGTwQjzN9ox9dGbO=w80-h106-k-no","2078922506715090521","0x80dd2b90bf7fb02d:0x1cd9d10158514e59","ChIJLbB_v5Ar3YARWU5RWAHR2Rw","/g/11kh03vy72"
"Road to Seoul","Casual Korean grill restaurant with sizzling hot plates at the tables & sports on TV screens.","1 W Main St, Alhambra, CA 91801","1 W Main St","Alhambra, CA 91801","Korean barbecue restaurant, Barbecue restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service, Good for watching sports], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Coffee, Comfort food, Happy hour drinks, Late-night food, Organic dishes, Salad bar, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking garage, Free parking lot, Free street parking, ]","85633VWF+35","America/Los_Angeles","$30–50",,,,"(626) 872-6460","(626) 872-6460, +1 626-872-6460","YES","Road to Seoul (Owner)","110150960353303463723","https://www.google.com/maps/contrib/110150960353303463723","","instagram: https://instagram.com/squarespace",1031,4,"https://search.google.com/local/reviews?placeid=ChIJrSPbCyfFwoARfLiHQDlcR1U&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=6144981617535858812","https://www.google.com/search?kgmid=/g/11c6smzz_j",34.0952286,-118.1270673,"https://www.roadtoseoulalhambra.com/","roadtoseoulalhambra.com","Tuesday: [11 AM-2 AM], Wednesday: [11 AM-2 AM], Thursday: [11 AM-2 AM], Friday: [11 AM-2 AM], Saturday: [11 AM-2 AM], Sunday: [11 AM-2 AM], Monday: [11 AM-2 AM]","https://lh5.googleusercontent.com/p/AF1QipMC1kcBlTb7VSdwcyTvLheAW1trtogxbAv3Vamj=w163-h92-k-no","6144981617535858812","0x80c2c5270bdb23ad:0x55475c394087b87c","ChIJrSPbCyfFwoARfLiHQDlcR1U","/g/11c6smzz_j"
"Korean BBQ",,"Artesia, CA 90701","Artesia, CA 90701","","Korean restaurant, Barbecue restaurant","Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [Good for groups, Tourists], Payments: [Credit cards], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8553VW5H+V5","America/Los_Angeles","$20–30",,,,"(562) 402-9666","(562) 402-9666, +1 562-402-9666","NO","Korean BBQ (Owner)",,"","","",57,4.2,"https://search.google.com/local/reviews?placeid=ChIJB6sfRakt3YAR_NKCBgmUUoA&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=9246615751429903100","https://www.google.com/search?kgmid=/g/11f66h5wqx",33.8597367,-118.072063,,,"Tuesday: [4-11 PM], Wednesday: [4-11 PM], Thursday: [4-11 PM], Friday: [4-11 PM], Saturday: [12-11 PM], Sunday: [12-11 PM], Monday: [4-11 PM]","https://lh5.googleusercontent.com/p/AF1QipONbJqRXJafrOk57zrp-e1doZN7mJj1wnGRRQCm=w80-h106-k-no","9246615751429903100","0x80dd2da9451fab07:0x805294090682d2fc","ChIJB6sfRakt3YAR_NKCBgmUUoA","/g/11f66h5wqx"
"Cafe Patio Korean - Chinese Cuisine",,"133 W Chapman Ave #102, Fullerton, CA 92832","133 W Chapman Ave #102","Fullerton, CA 92832","Korean restaurant, Chinese restaurant, Pub","From the business: [Identifies as Asian-owned, Identifies as women-owned], Service options: [Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Cocktails, Comfort food, Happy hour drinks, Healthy options, Late-night food, Small plates, Vegetarian options, Wine], Dining options: [Dinner, Catering, Dessert, Seating], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Cozy], Crowd: [College students, Good for groups, LGBTQ+ friendly, Transgender safespace], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [High chairs], Parking: [Free parking lot, Free street parking, ], Pets: [Dogs allowed]","8554V3FF+MM","America/Los_Angeles","$10–20",,,,"(714) 449-0939","(714) 449-0939, +1 714-449-0939","YES","Cafe Patio Korean - Chinese Cuisine (Owner)","100575370724740289915","https://www.google.com/maps/contrib/100575370724740289915","","",181,4.6,"https://search.google.com/local/reviews?placeid=ChIJcxzYmSkr3YARxfI18GL7lRY&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=1627483242719736517","https://www.google.com/search?kgmid=/g/11f8l2vc17",33.8742117,-117.9257758,,,"Tuesday: [5 PM-12 AM], Wednesday: [5 PM-12 AM], Thursday: [5 PM-12 AM], Friday: [5 PM-1 AM], Saturday: [5 PM-1 AM], Sunday: [5-11 PM], Monday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipOdJ-opO95r4Zls4iaMWJY3NC43cxehC1PaGYf1=w163-h92-k-no","1627483242719736517","0x80dd2b2999d81c73:0x1695fb62f035f2c5","ChIJcxzYmSkr3YARxfI18GL7lRY","/g/11f8l2vc17"
"Shik Do Rak Restaurant","Understated setting for grill-your-own Korean barbecue plus traditional trimmings & spicy sauces.","9691 W Garden Grove Blvd, Garden Grove, CA 92844","9691 W Garden Grove Blvd","Garden Grove, CA 92844","Korean barbecue restaurant, Korean restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554Q2FP+MJ","America/Los_Angeles","$30–50",,,,"(714) 534-7668","(714) 534-7668, +1 714-534-7668","NO","Shik Do Rak Restaurant (Owner)",,"","","",758,4.2,"https://search.google.com/local/reviews?placeid=ChIJk33otnso3YARDR_0Z1Bxv4s&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=10069891881979092749","https://www.google.com/search?kgmid=/g/1v6qhyd4",33.7742012,-117.9634914,"https://shikdorakrestaurant.com/","shikdorakrestaurant.com","Tuesday: [11:30 AM-11:30 PM], Wednesday: [11:30 AM-11:30 PM], Thursday: [11:30 AM-12 AM], Friday: [11:30 AM-12 AM], Saturday: [11:30 AM-12 AM], Sunday: [11:30 AM-11:30 PM], Monday: [11:30 AM-11:30 PM]","https://lh5.googleusercontent.com/p/AF1QipNnb7EIcZQwypvoWSsn46_3ss3NbcTsKJGmg-zg=w122-h92-k-no","10069891881979092749","0x80dd287bb6e87d93:0x8bbf715067f41f0d","ChIJk33otnso3YARDR_0Z1Bxv4s","/g/1v6qhyd4"
"Ko Ryo Jung Korean BBQ","Casual go-to for unlimited grill-your-own Korean BBQ, featuring Kobe, prime & Black Angus beef.","1585 Sepulveda Blvd N, Torrance, CA 90501","1585 Sepulveda Blvd N","Torrance, CA 90501","Korean barbecue restaurant, Restaurant, Yakiniku restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, Has changing table(s), High chairs, Kids' menu], Parking: [Free parking lot, Free street parking, ]","8553RM8V+MF","America/Los_Angeles","$30–50",,,,"(310) 530-0025","(310) 530-0025, +1 310-530-0025","YES","Ko Ryo Jung Korean BBQ (Owner)","105524786255683570625","https://www.google.com/maps/contrib/105524786255683570625","","",776,4.3,"https://search.google.com/local/reviews?placeid=ChIJa_UdrYRK3YARQDRmBzj-of0&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=18276168279441945664","https://www.google.com/search?kgmid=/g/1th5cwh8",33.8166418,-118.30625599999999,,,"Tuesday: [11 AM-11 PM], Wednesday: [11 AM-11 PM], Thursday: [11 AM-11 PM], Friday: [11 AM-11:30 PM], Saturday: [11 AM-11:30 PM], Sunday: [11 AM-11 PM], Monday: [11 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipNo0f54jkYe_IuTOcVAhhnqYU_SvhTndrusOxnj=w122-h92-k-no","18276168279441945664","0x80dd4a84ad1df56b:0xfda1fe3807663440","ChIJa_UdrYRK3YARQDRmBzj-of0","/g/1th5cwh8"
"Mr BBQ","Upbeat, modern spot for all-you-can-eat Korean BBQ cooked on tabletop grills, plus beer & cocktails.","305 N State College Blvd, Fullerton, CA 92831","305 N State College Blvd","Fullerton, CA 92831","Korean barbecue restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service, Good for watching sports], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Happy hour drinks, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Usually a wait, Doesn't accept reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8554V4F6+32","America/Los_Angeles","$30–50",,,,"(714) 441-0000","(714) 441-0000, +1 714-441-0000","YES","Mr BBQ (Owner)","102631340458467237385","https://www.google.com/maps/contrib/102631340458467237385","","facebook: https://www.facebook.com/mrbbqpayce,https://www.facebook.com/mrbbqfullerton
instagram: https://www.instagram.com/mrbbqpayce",2461,4.6,"https://search.google.com/local/reviews?placeid=ChIJ7Zap_tnV3IAR1BoNLI8C7LI&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=12892682647197522644","https://www.google.com/search?kgmid=/g/11b5_0h13h",33.872674599999996,-117.8898993,"https://www.mrbbqfullerton.com/","mrbbqfullerton.com","Tuesday: [11 AM-9:45 PM], Wednesday: [11 AM-9:45 PM], Thursday: [11 AM-9:45 PM], Friday: [11 AM-10:45 PM], Saturday: [11 AM-10:45 PM], Sunday: [11 AM-9:45 PM], Monday: [11 AM-9:45 PM]","https://lh5.googleusercontent.com/p/AF1QipNO1zGZFBpAKbbP6e5F0ZtvKygda1WRRJ6lAwzl=w80-h106-k-no","12892682647197522644","0x80dcd5d9fea996ed:0xb2ec028f2c0d1ad4","ChIJ7Zap_tnV3IAR1BoNLI8C7LI","/g/11b5_0h13h"
"牛國","This expansive spin-off of a K-Town BBQ spot features table-set grills & an all-you-can-eat option.","5405 Rosemead Blvd, San Gabriel, CA 91776","5405 Rosemead Blvd","San Gabriel, CA 91776","Korean barbecue restaurant, Korean restaurant","Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","85633WXG+4F","America/Los_Angeles","$30–50",,,,"(626) 286-8837","(626) 286-8837, +1 626-286-8837","YES","牛國 (Owner)","115084676840414495799","https://www.google.com/maps/contrib/115084676840414495799","","",1149,4.4,"https://search.google.com/local/reviews?placeid=ChIJYcky-PDawoARKVEjhv4r09I&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=15191534340222964009","https://www.google.com/search?kgmid=/g/1hm29kxfv",34.0978731,-118.0737822,"https://ookookkoreanbbq.com/sangabriel/","ookookkoreanbbq.com","Tuesday: [5-11 PM], Wednesday: [5-11 PM], Thursday: [5-11 PM], Friday: [4 PM-12 AM], Saturday: [12 PM-12 AM], Sunday: [12-11 PM], Monday: [5-11 PM]","https://lh5.googleusercontent.com/p/AF1QipPXx2P2R5aouTVU4-rE7AneqTi_ZdRyOYHipY6O=w122-h92-k-no","15191534340222964009","0x80c2daf0f832c961:0xd2d32bfe86235129","ChIJYcky-PDawoARKVEjhv4r09I","/g/1hm29kxfv"
"Red Castle Korean BBQ","All-you-can-eat, Korean barbecue specialist with tabletop grills & an unassuming atmosphere.","8303 W Garden Grove Blvd, Garden Grove, CA 92844","8303 W Garden Grove Blvd","Garden Grove, CA 92844","Korean barbecue restaurant, Korean restaurant","Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Usually a wait, Doesn't accept reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554Q2F7+X4","America/Los_Angeles","$20–30",,,,"(714) 636-9292","(714) 636-9292, +1 714-636-9292","YES","Red Castle Korean BBQ (Owner)","107627246505801010471","https://www.google.com/maps/contrib/107627246505801010471","","instagram: https://www.instagram.com/redcastlekbbq",1228,4.2,"https://search.google.com/local/reviews?placeid=ChIJ5W1O3JAo3YAR38smvGGTX8c&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=14366363384312941535","https://www.google.com/search?kgmid=/g/1tdywnzt",33.7749003,-117.9871606,"https://www.redcastlekbbq.com/","redcastlekbbq.com","Tuesday: [11 AM-11 PM], Wednesday: [11 AM-11 PM], Thursday: [11 AM-11 PM], Friday: [11 AM-11:30 PM], Saturday: [11 AM-11:30 PM], Sunday: [11 AM-11:30 PM], Monday: [11 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipNpg4zFtCXuNp4-pnn8qV92qjzfEQzmCoV0GgNP=w86-h92-k-no","14366363384312941535","0x80dd2890dc4e6de5:0xc75f9361bc26cbdf","ChIJ5W1O3JAo3YAR38smvGGTX8c","/g/1tdywnzt"
"K SOUL FOOD",,"6982 Beach Blvd #C-314, Buena Park, CA 90621","6982 Beach Blvd #C-314","Buena Park, CA 90621","Korean restaurant","Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Small plates], Dining options: [Breakfast, Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Family-friendly, Good for groups, Tourists], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free street parking]","8554V253+M7","America/Los_Angeles","$$",,,,"(714) 228-9733","(714) 228-9733, +1 714-228-9733","YES","K SOUL FOOD (Owner)","110801355192052167725","https://www.google.com/maps/contrib/110801355192052167725","calioc.team@gmail.com","facebook: https://www.facebook.com/K-SOUL-FOOD-101729395264411,https://www.facebook.com/caliocla
instagram: https://www.instagram.com/ksoul_food,https://instagram.com/calioc_la_",138,4,"https://search.google.com/local/reviews?placeid=ChIJ18Skiuor3YARPPbyZvAJFOI&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=16290656680229926460","https://www.google.com/search?kgmid=/g/11d_44y2vx",33.8591968,-117.99676199999999,"http://www.caliocla.com/ksoulfood","caliocla.com","Tuesday: [5 PM-2 AM], Wednesday: [5 PM-2 AM], Thursday: [5 PM-2 AM], Friday: [5 PM-2 AM], Saturday: [11 AM-2 AM], Sunday: [11 AM-12 AM], Monday: [5 PM-2 AM]","https://lh5.googleusercontent.com/p/AF1QipMYX-madkADgcqjHed-qDjdHXoRXT5J4oA5CdgB=w163-h92-k-no","16290656680229926460","0x80dd2bea8aa4c4d7:0xe21409f066f2f63c","ChIJ18Skiuor3YARPPbyZvAJFOI","/g/11d_44y2vx"
"Hwang Hae Doh","Low-key Korean restaurant featuring tabletop grills for DIY, all-you-can-eat BBQ, plus beer & soju.","11746 Artesia Blvd, Artesia, CA 90701","11746 Artesia Blvd","Artesia, CA 90701","Korean restaurant, Restaurant","Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Usually a wait, Doesn't accept reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553VWC8+XP","America/Los_Angeles","$20–30",,,,"(562) 402-6509","(562) 402-6509, +1 562-402-6509","NO","Hwang Hae Doh (Owner)",,"","","",526,4.1,"https://search.google.com/local/reviews?placeid=ChIJHbW2GxIt3YARv44MrYfnsug&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=16767718932563660479","https://www.google.com/search?kgmid=/g/12628pjsn",33.8724412,-118.0832334,,,"Tuesday: [11 AM-11 PM], Wednesday: [11 AM-11 PM], Thursday: [11 AM-11 PM], Friday: [11 AM-11 PM], Saturday: [11 AM-11 PM], Sunday: [11 AM-11 PM], Monday: [11 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipPefK-LJhHY_xdo2-SZzkY_0RlmrCc6XtLc_Krt=w123-h92-k-no","16767718932563660479","0x80dd2d121bb6b51d:0xe8b2e787ad0c8ebf","ChIJHbW2GxIt3YARv44MrYfnsug","/g/12628pjsn"
"Red Palace 2",,"18868 Norwalk Blvd, Artesia, CA 90701","18868 Norwalk Blvd","Artesia, CA 90701","Korean restaurant","Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Late-night food, Small plates, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups], Planning: [Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553VW5H+W5","America/Los_Angeles","$20–30",,,,"(562) 402-9666","(562) 402-9666, +1 562-402-9666","YES","Red Palace 2 (Owner)","117964398699630201106","https://www.google.com/maps/contrib/117964398699630201106","","",575,4.2,"https://search.google.com/local/reviews?placeid=ChIJswMoUakt3YARc8iaIJ2AVVg&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=6365135060703299699","https://www.google.com/search?kgmid=/g/11fzf6_80y",33.8597933,-118.0720619,"https://redpalacekoreanbbq2.com/","redpalacekoreanbbq2.com","Tuesday: [4-11 PM], Wednesday: [4-11 PM], Thursday: [4-11 PM], Friday: [4-11 PM], Saturday: [12-11 PM], Sunday: [12-11 PM], Monday: [4-11 PM]","https://lh5.googleusercontent.com/p/AF1QipMMFdm7Lk-zv772rOt89WNRh2imvd7mue01Fr-v=w122-h92-k-no","6365135060703299699","0x80dd2da9512803b3:0x5855809d209ac873","ChIJswMoUakt3YARc8iaIJ2AVVg","/g/11fzf6_80y"
"Goobne Chicken",,"2009 W Commonwealth Ave A, Fullerton, CA 92833","2009 W Commonwealth Ave A","Fullerton, CA 92833","Korean restaurant","Service options: [Curbside pickup, No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Quick bite, Small plates], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554V2CM+5F","America/Los_Angeles","$10–20",,,,"(657) 767-3888","(657) 767-3888, +1 657-767-3888","YES","Goobne Chicken (Owner)","113873501965088735806","https://www.google.com/maps/contrib/113873501965088735806","bbqnbowl@gmail.com","facebook: https://www.facebook.com/goobneus
instagram: https://www.instagram.com/goobne.laoc
tiktok: https://www.tiktok.com/@goobneus",175,4.4,"https://search.google.com/local/reviews?placeid=ChIJj0KewvQr3YARFTfjOWQfkXQ&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=8399529295351068437","https://www.google.com/search?kgmid=/g/11tj_80xjt",33.8704061,-117.9662925,"http://www.goobnechicken.com/","goobnechicken.com","Tuesday: [11:30 AM-10 PM], Wednesday: [11:30 AM-10 PM], Thursday: [11:30 AM-10 PM], Friday: [11:30 AM-10:30 PM], Saturday: [11:30 AM-10:30 PM], Sunday: [11:30 AM-9:30 PM], Monday: [11:30 AM-10 PM]","https://lh5.googleusercontent.com/p/AF1QipO0-EEyNFAvrPjTzC8K55Rsf6bu1l4f988W-5Y6=w122-h92-k-no","8399529295351068437","0x80dd2bf4c29e428f:0x74911f6439e33715","ChIJj0KewvQr3YARFTfjOWQfkXQ","/g/11tj_80xjt"
"California Tofu Grill","Straightforward Korean restaurant serving soft tofu, bibimbop, vegetarian options & more.","1993 W Malvern Ave, Fullerton, CA 92833","1993 W Malvern Ave","Fullerton, CA 92833","Korean restaurant, Restaurant","Service options: [Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Quick bite, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8554V2HP+J6","America/Los_Angeles","$10–20",,,,"(714) 879-5500","(714) 879-5500, +1 714-879-5500","YES","California Tofu Grill (Owner)","102291118125282678396","https://www.google.com/maps/contrib/102291118125282678396","","",377,4.3,"https://search.google.com/local/reviews?placeid=ChIJrQE9QE4q3YARZRpsevv-i_c&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=17837631105175132773","https://www.google.com/search?kgmid=/g/1tjz3p64",33.8790972,-117.9643972,"http://california-tofu-grill.cafes-usa.com/","cafes-usa.com","Tuesday: [11 AM-2:30 PM, 4:30-9 PM], Wednesday: [11 AM-2:30 PM, 4:30-9 PM], Thursday: [11 AM-2:30 PM, 4:30-9 PM], Friday: [11 AM-2:30 PM, 4:30-9 PM], Saturday: [11 AM-9 PM], Sunday: [11 AM-9 PM], Monday: [11 AM-2:30 PM, 4:30-9 PM]","https://lh5.googleusercontent.com/p/AF1QipOEHCfPENoNj2-xMLP8x9jBIZYhCeX3EwEtFCRY=w122-h92-k-no","17837631105175132773","0x80dd2a4e403d01ad:0xf78bfefb7a6c1a65","ChIJrQE9QE4q3YARZRpsevv-i_c","/g/1tjz3p64"
